Feedback_ID,Patient_ID,Employee_ID,rating,Comments,Created_On
281,781,20,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/17/21
282,992,186,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/15/15
283,788,181,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/5/05
284,590,60,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/30/01
285,551,224,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/30/08
286,770,203,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/30/14
287,523,214,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/14/22
288,968,114,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,4/16/13
289,430,63,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/21/14
290,909,15,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/14/10
291,387,148,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/25/20
292,35,235,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/18/05
293,709,78,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,6/10/21
294,511,72,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/28/24
295,71,128,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/7/05
296,85,262,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/4/16
297,83,202,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/7/05
298,869,104,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/8/06
299,418,165,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/6/04
300,245,14,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/15/11
301,344,89,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/11/01
302,803,153,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/21/18
303,288,237,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/4/08
304,920,146,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,5/26/14
305,204,150,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/31/21
306,410,185,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/17/13
307,158,21,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/24/17
308,953,100,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/14/24
309,527,119,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/12/10
310,500,74,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/11/10
311,293,219,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/28/00
312,331,60,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/13/07
313,558,237,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/24/04
314,434,140,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/1/09
315,524,57,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/9/02
316,712,164,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/23/16
317,379,104,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/28/16
318,290,272,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/20/17
319,170,168,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/27/24
320,689,66,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/17/18
321,658,195,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/15/00
322,522,117,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,6/30/13
323,276,59,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,10/30/11
324,615,139,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/15/02
325,675,286,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/30/23
326,147,12,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/4/09
327,271,207,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/28/11
328,657,100,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/20/01
329,529,261,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,2/3/14
330,479,21,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/25/02
331,960,293,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/4/16
332,952,228,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/4/15
333,805,56,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/18/04
334,640,113,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",10/25/24
335,679,23,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/22/10
336,230,62,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/20/13
337,647,34,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/22/07
338,634,241,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/13/00
339,232,187,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/4/01
340,255,188,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/23/21
341,664,256,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/16/07
342,99,296,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/3/07
343,249,254,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/7/15
344,901,129,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/7/13
345,578,144,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/25/04
346,765,171,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/9/09
347,953,213,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/6/16
348,928,155,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/11/21
349,577,196,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/3/25
350,879,127,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/26/21
351,772,187,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/4/06
352,430,55,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/17/07
353,720,21,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/26/24
354,167,123,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/17/23
355,852,289,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/24/23
356,88,66,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,11/30/09
357,652,9,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,6/26/18
358,172,209,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/29/17
359,248,186,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/1/17
360,252,53,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,6/10/20
361,522,221,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/30/01
362,643,176,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/14/08
363,700,273,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/16/08
364,451,252,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/21/12
365,137,190,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/29/09
366,372,160,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,2/2/02
367,596,17,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/18/04
368,19,257,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/27/16
369,457,13,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/5/07
370,274,149,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/30/14
371,812,112,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/27/00
372,650,143,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/30/11
373,544,177,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,6/4/20
374,767,58,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/19/03
375,459,14,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/10/18
376,972,267,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/16/09
377,741,69,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/15/15
378,904,266,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/14/20
379,660,40,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,1/13/08
380,335,60,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/24/13
381,311,33,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,1/28/11
382,778,135,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/20/11
383,765,143,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/3/13
384,221,252,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/5/05
385,201,289,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/2/19
386,340,180,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/3/22
387,854,65,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,10/22/20
388,145,36,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/7/06
389,316,126,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/8/11
390,994,170,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/25/02
391,988,20,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/18/21
392,836,115,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/25/09
393,433,217,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/5/00
394,691,48,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",6/7/12
395,274,24,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/14/13
396,801,75,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/8/09
397,868,291,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/17/13
398,941,29,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/19/20
399,759,10,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/30/00
400,404,130,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/30/19
401,633,74,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/19/04
402,250,77,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/23/00
403,614,137,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/23/09
404,227,273,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/9/19
405,842,105,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/31/14
406,619,140,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/7/02
407,769,1,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/5/03
408,835,255,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/8/11
409,770,150,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/13/21
410,628,158,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/27/17
411,759,130,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/12/12
412,791,58,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/6/23
413,65,17,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/20/24
414,703,287,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/26/14
415,828,238,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",10/15/08
416,4,194,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/12/10
417,392,151,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,7/23/18
418,731,266,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/14/01
419,339,294,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,7/25/19
420,740,290,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/22/09
421,240,225,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/23/22
422,409,11,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/7/17
423,767,21,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/30/05
424,802,141,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/20/13
425,372,179,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/11/11
426,517,218,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/19/24
427,926,267,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/7/18
428,78,198,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/20/04
429,354,190,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/8/10
430,480,18,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/12/12
431,725,278,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/3/01
432,487,31,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/29/21
433,821,261,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/7/09
434,373,274,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/31/04
435,328,284,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/27/15
436,170,287,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/1/21
437,952,61,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/25/14
438,309,211,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/19/13
439,298,5,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/21/21
440,539,10,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/7/23
441,884,74,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,7/31/22
442,822,11,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,2/26/15
443,805,180,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/17/16
444,578,202,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/25/07
445,149,52,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/8/10
446,751,17,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/11/02
447,416,270,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,9/11/17
448,306,110,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/19/14
449,58,109,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/18/23
450,589,199,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/18/21
451,910,93,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/17/18
452,171,26,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/26/04
453,849,186,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/14/09
454,152,236,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/30/21
455,12,56,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/22/17
456,360,214,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/19/00
457,587,156,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/22/19
458,210,289,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,1/18/16
459,613,223,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/9/17
460,653,83,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/23/18
461,699,78,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/30/17
462,14,143,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/10/22
463,283,201,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,7/28/03
464,54,112,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/3/07
465,354,132,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/26/02
466,460,188,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/6/15
467,855,52,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/7/00
468,535,226,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/24/06
469,391,88,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/12/09
470,285,254,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/6/16
471,951,98,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/14/07
472,155,260,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/23/21
473,404,83,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/29/02
474,171,261,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/24/10
475,738,257,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/6/08
476,357,166,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/8/11
477,40,114,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/1/14
478,825,53,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/9/15
479,247,287,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,7/17/16
480,284,74,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/31/22
481,147,12,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/23/15
482,836,182,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/4/12
483,646,66,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/26/02
484,925,272,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/29/15
485,184,292,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/30/17
486,274,142,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/9/18
487,317,242,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/24/02
488,554,59,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/13/06
489,807,265,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/27/16
490,192,147,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/20/09
491,316,295,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/19/10
492,193,160,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/7/20
493,446,178,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/9/18
494,235,133,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/19/01
495,984,1,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",6/1/13
496,121,248,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/6/10
497,494,27,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/29/10
498,604,140,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/30/20
499,634,109,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/2/11
500,215,194,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/7/13
501,299,106,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/3/16
502,667,291,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,1/3/22
503,70,77,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/25/15
504,845,99,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",6/17/02
505,755,25,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/3/21
506,31,118,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/24/22
507,917,214,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/6/03
508,851,131,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/14/16
509,584,141,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/9/05
510,425,193,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,4/28/14
511,465,75,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/14/04
512,848,30,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/6/14
513,474,76,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,10/21/23
514,181,139,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,2/27/23
515,267,227,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/30/22
516,264,42,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/21/22
517,603,60,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/16/11
518,217,277,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",10/29/21
519,970,63,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,6/16/18
520,300,78,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/18/16
521,622,3,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/19/22
522,948,293,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,5/10/16
523,153,222,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/20/14
524,53,234,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/6/19
525,838,170,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,6/2/10
526,376,212,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,6/27/08
527,906,279,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/30/17
528,324,167,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/27/03
529,581,210,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/4/01
530,197,154,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/28/23
531,384,198,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",12/28/18
532,187,281,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/26/13
533,164,273,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",9/25/09
534,548,257,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",6/10/03
535,376,254,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/5/07
536,596,299,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/17/16
537,871,32,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/23/15
538,579,262,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,3/22/10
539,95,204,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,2/24/04
540,567,206,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/15/03
541,450,203,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/31/16
542,843,189,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/12/09
543,565,207,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/11/01
544,32,125,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/2/24
545,176,172,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/15/08
546,199,98,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/14/03
547,29,126,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/20/21
548,282,264,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/16/12
549,405,96,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/13/08
550,897,100,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/25/23
551,513,90,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,11/17/18
552,742,12,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/25/14
553,136,250,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,11/10/14
554,421,278,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,6/26/11
555,472,238,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/5/03
556,849,40,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/9/06
557,733,282,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/30/02
558,987,183,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,5/29/05
559,83,64,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/28/03
